# GPU cost table — generated by gpu_cost_sweep
# To regenerate, see instructions in scheduled_megakernel_test.rs
kernel,M,N,K,cost_us
cutlass_128x128_s3,64,3072,2048,36.5
cutlass_128x256_s3,64,3072,2048,70.8
cutlass_256x64_s4,64,3072,2048,37.3
cutlass_256x64_s3,64,3072,2048,37.4
cutlass_256x128_s3,64,3072,2048,1.6
cublas,128,3072,2048,21.3
cutlass_64x64_s4,128,3072,2048,26.9
cutlass_64x64_s3,128,3072,2048,26.9
cutlass_64x128_s4,128,3072,2048,21.2
cutlass_64x128_s3,128,3072,2048,21.4
cutlass_128x64_s4,128,3072,2048,21.3
cutlass_128x64_s3,128,3072,2048,21.9
cutlass_128x128_s4,128,3072,2048,36.5
cutlass_128x128_s3,128,3072,2048,36.5
cutlass_128x256_s3,128,3072,2048,71.0
cutlass_256x64_s4,128,3072,2048,37.4
cutlass_256x64_s3,128,3072,2048,37.5
cutlass_256x128_s3,128,3072,2048,1.6
cublas,256,3072,2048,38.1
cutlass_64x64_s4,256,3072,2048,61.9
cutlass_64x64_s3,256,3072,2048,51.1
cutlass_64x128_s4,256,3072,2048,41.3
cutlass_64x128_s3,256,3072,2048,39.8
cutlass_128x64_s4,256,3072,2048,40.7
cutlass_128x64_s3,256,3072,2048,40.4
cutlass_128x128_s4,256,3072,2048,36.8
cutlass_128x128_s3,256,3072,2048,37.6
cutlass_128x256_s3,256,3072,2048,74.3
cutlass_256x64_s4,256,3072,2048,40.9
cutlass_256x64_s3,256,3072,2048,39.6
cutlass_256x128_s3,256,3072,2048,1.7
cublas,512,3072,2048,74.4
cutlass_64x64_s4,512,3072,2048,101.9
cutlass_64x64_s3,512,3072,2048,100.8
cutlass_64x128_s4,512,3072,2048,82.2
cutlass_64x128_s3,512,3072,2048,81.1
cutlass_128x64_s4,512,3072,2048,85.1
cutlass_128x64_s3,512,3072,2048,85.6
cutlass_128x128_s4,512,3072,2048,78.7
cutlass_128x128_s3,512,3072,2048,78.4
cutlass_128x256_s3,512,3072,2048,78.1
cutlass_256x64_s4,512,3072,2048,83.7
cutlass_256x64_s3,512,3072,2048,81.4
cutlass_256x128_s3,512,3072,2048,1.5
cublas,1024,3072,2048,146.8
cutlass_64x64_s4,1024,3072,2048,192.2
cutlass_64x64_s3,1024,3072,2048,214.1
cutlass_64x128_s4,1024,3072,2048,164.0
cutlass_64x128_s3,1024,3072,2048,175.1
cutlass_128x64_s4,1024,3072,2048,167.6
cutlass_128x64_s3,1024,3072,2048,167.4
cutlass_128x128_s4,1024,3072,2048,170.4
cutlass_128x128_s3,1024,3072,2048,166.2
cutlass_128x256_s3,1024,3072,2048,164.7
cutlass_256x64_s4,1024,3072,2048,166.5
cutlass_256x64_s3,1024,3072,2048,163.2
cutlass_256x128_s3,1024,3072,2048,1.6
cublas,2048,3072,2048,274.3
cutlass_64x64_s4,2048,3072,2048,394.9
cutlass_64x64_s3,2048,3072,2048,419.6
cutlass_64x128_s4,2048,3072,2048,334.2
cutlass_64x128_s3,2048,3072,2048,332.3
cutlass_128x64_s4,2048,3072,2048,333.1
cutlass_128x64_s3,2048,3072,2048,328.9
cutlass_128x128_s4,2048,3072,2048,300.5
cutlass_128x128_s3,2048,3072,2048,295.4
cutlass_128x256_s3,2048,3072,2048,326.5
cutlass_256x64_s4,2048,3072,2048,284.6
cutlass_256x64_s3,2048,3072,2048,281.8
cutlass_256x128_s3,2048,3072,2048,1.5
cublas,4096,3072,2048,553.4
cutlass_64x64_s4,4096,3072,2048,844.4
cutlass_64x64_s3,4096,3072,2048,914.4
cutlass_64x128_s4,4096,3072,2048,713.4
cutlass_64x128_s3,4096,3072,2048,712.6
cutlass_128x64_s4,4096,3072,2048,715.4
cutlass_128x64_s3,4096,3072,2048,723.4
cutlass_128x128_s4,4096,3072,2048,707.4
cutlass_128x128_s3,4096,3072,2048,668.2
cutlass_128x256_s3,4096,3072,2048,648.4
cutlass_256x64_s4,4096,3072,2048,669.7
cutlass_256x64_s3,4096,3072,2048,706.5
cutlass_256x128_s3,4096,3072,2048,1.5
cublas,1,3072,3072,23.7
cutlass_64x64_s4,1,3072,3072,25.3
cutlass_64x64_s3,1,3072,3072,25.4
cutlass_64x128_s4,1,3072,3072,38.9
cutlass_64x128_s3,1,3072,3072,37.4
cutlass_128x64_s4,1,3072,3072,37.5
cutlass_128x64_s3,1,3072,3072,37.5
cutlass_128x128_s4,1,3072,3072,69.9
cutlass_128x128_s3,1,3072,3072,70.0
cutlass_128x256_s3,1,3072,3072,127.9
cutlass_256x64_s4,1,3072,3072,61.7
cutlass_256x64_s3,1,3072,3072,61.7
cutlass_256x128_s3,1,3072,3072,1.5
cublas,2,3072,3072,22.2
cutlass_64x64_s4,2,3072,3072,20.9
cutlass_64x64_s3,2,3072,3072,21.0
cutlass_64x128_s4,2,3072,3072,32.1
cutlass_64x128_s3,2,3072,3072,32.1
cutlass_128x64_s4,2,3072,3072,30.5
cutlass_128x64_s3,2,3072,3072,29.9
cutlass_128x128_s4,2,3072,3072,55.7
cutlass_128x128_s3,2,3072,3072,55.8
cutlass_128x256_s3,2,3072,3072,110.0
cutlass_256x64_s4,2,3072,3072,57.3
cutlass_256x64_s3,2,3072,3072,55.6
cutlass_256x128_s3,2,3072,3072,1.5
cublas,4,3072,3072,20.4
cutlass_64x64_s4,4,3072,3072,18.8
cutlass_64x64_s3,4,3072,3072,18.9
cutlass_64x128_s4,4,3072,3072,29.0
cutlass_64x128_s3,4,3072,3072,28.9
cutlass_128x64_s4,4,3072,3072,29.0
cutlass_128x64_s3,4,3072,3072,29.1
cutlass_128x128_s4,4,3072,3072,54.1
cutlass_128x128_s3,4,3072,3072,54.0
cutlass_128x256_s3,4,3072,3072,105.6
cutlass_256x64_s4,4,3072,3072,55.0
cutlass_256x64_s3,4,3072,3072,55.0
cutlass_256x128_s3,4,3072,3072,1.5
cublas,8,3072,3072,20.3
cutlass_64x64_s4,8,3072,3072,18.8
cutlass_64x64_s3,8,3072,3072,18.7
cutlass_64x128_s4,8,3072,3072,28.7
cutlass_64x128_s3,8,3072,3072,28.3
cutlass_128x64_s4,8,3072,3072,28.5
cutlass_128x64_s3,8,3072,3072,28.5
cutlass_128x128_s4,8,3072,3072,53.0
cutlass_128x128_s3,8,3072,3072,53.0
cutlass_128x256_s3,8,3072,3072,104.3
cutlass_256x64_s4,8,3072,3072,54.3
cutlass_256x64_s3,8,3072,3072,54.1
cutlass_256x128_s3,8,3072,3072,1.8
cublas,16,3072,3072,20.9
cutlass_64x64_s4,16,3072,3072,18.4
cutlass_64x64_s3,16,3072,3072,18.5
cutlass_64x128_s4,16,3072,3072,28.2
cutlass_64x128_s3,16,3072,3072,28.2
cutlass_128x64_s4,16,3072,3072,28.3
cutlass_128x64_s3,16,3072,3072,28.3
cutlass_128x128_s4,16,3072,3072,52.6
cutlass_128x128_s3,16,3072,3072,52.6
cutlass_128x256_s3,16,3072,3072,103.6
cutlass_256x64_s4,16,3072,3072,54.1
cutlass_256x64_s3,16,3072,3072,54.1
cutlass_256x128_s3,16,3072,3072,1.5
cublas,32,3072,3072,25.5
cutlass_64x64_s4,32,3072,3072,18.7
cutlass_64x64_s3,32,3072,3072,19.9
cutlass_64x128_s4,32,3072,3072,28.2
cutlass_64x128_s3,32,3072,3072,28.2
cutlass_128x64_s4,32,3072,3072,28.4
cutlass_128x64_s3,32,3072,3072,28.4
cutlass_128x128_s4,32,3072,3072,52.6
cutlass_128x128_s3,32,3072,3072,52.7
cutlass_128x256_s3,32,3072,3072,103.6
cutlass_256x64_s4,32,3072,3072,54.1
cutlass_256x64_s3,32,3072,3072,54.0
cutlass_256x128_s3,32,3072,3072,1.5
cublas,64,3072,3072,21.9
cutlass_64x64_s4,64,3072,3072,22.5
cutlass_64x64_s3,64,3072,3072,23.4
cutlass_64x128_s4,64,3072,3072,28.5
cutlass_64x128_s3,64,3072,3072,28.3
cutlass_128x64_s4,64,3072,3072,28.5
cutlass_128x64_s3,64,3072,3072,28.4
cutlass_128x128_s4,64,3072,3072,52.7
cutlass_128x128_s3,64,3072,3072,52.7
cutlass_128x256_s3,64,3072,3072,103.6
cutlass_256x64_s4,64,3072,3072,54.1
cutlass_256x64_s3,64,3072,3072,54.1
cutlass_256x128_s3,64,3072,3072,1.6
cublas,128,3072,3072,31.0
cutlass_64x64_s4,128,3072,3072,39.4
cutlass_64x64_s3,128,3072,3072,39.9
cutlass_64x128_s4,128,3072,3072,30.6
cutlass_64x128_s3,128,3072,3072,31.4
cutlass_128x64_s4,128,3072,3072,31.6
cutlass_128x64_s3,128,3072,3072,32.8
cutlass_128x128_s4,128,3072,3072,52.8
cutlass_128x128_s3,128,3072,3072,52.8
cutlass_128x256_s3,128,3072,3072,103.9
cutlass_256x64_s4,128,3072,3072,54.2
cutlass_256x64_s3,128,3072,3072,54.3
cutlass_256x128_s3,128,3072,3072,1.5
cublas,256,3072,3072,54.6
cutlass_64x64_s4,256,3072,3072,91.7
cutlass_64x64_s3,256,3072,3072,76.1
cutlass_64x128_s4,256,3072,3072,59.5
cutlass_64x128_s3,256,3072,3072,58.7
cutlass_128x64_s4,256,3072,3072,60.2
cutlass_128x64_s3,256,3072,3072,60.1
cutlass_128x128_s4,256,3072,3072,56.5
cutlass_128x128_s3,256,3072,3072,56.4
cutlass_128x256_s3,256,3072,3072,110.6
cutlass_256x64_s4,256,3072,3072,60.2
cutlass_256x64_s3,256,3072,3072,58.3
cutlass_256x128_s3,256,3072,3072,1.5
cublas,512,3072,3072,110.8
cutlass_64x64_s4,512,3072,3072,173.3
cutlass_64x64_s3,512,3072,3072,179.2
cutlass_64x128_s4,512,3072,3072,124.0
cutlass_64x128_s3,512,3072,3072,126.1
cutlass_128x64_s4,512,3072,3072,127.4
cutlass_128x64_s3,512,3072,3072,127.1
cutlass_128x128_s4,512,3072,3072,116.6
cutlass_128x128_s3,512,3072,3072,116.4
cutlass_128x256_s3,512,3072,3072,115.7
cutlass_256x64_s4,512,3072,3072,122.7
cutlass_256x64_s3,512,3072,3072,121.2
cutlass_256x128_s3,512,3072,3072,1.5
cublas,1024,3072,3072,208.1
cutlass_64x64_s4,1024,3072,3072,304.7
cutlass_64x64_s3,1024,3072,3072,339.9
cutlass_64x128_s4,1024,3072,3072,257.8
cutlass_64x128_s3,1024,3072,3072,262.0
cutlass_128x64_s4,1024,3072,3072,243.0
cutlass_128x64_s3,1024,3072,3072,254.1
cutlass_128x128_s4,1024,3072,3072,240.1
cutlass_128x128_s3,1024,3072,3072,237.6
cutlass_128x256_s3,1024,3072,3072,231.4
cutlass_256x64_s4,1024,3072,3072,237.5
cutlass_256x64_s3,1024,3072,3072,232.5
cutlass_256x128_s3,1024,3072,3072,1.5
cublas,2048,3072,3072,404.8
cutlass_64x64_s4,2048,3072,3072,608.8
cutlass_64x64_s3,2048,3072,3072,649.9
cutlass_64x128_s4,2048,3072,3072,499.3
cutlass_64x128_s3,2048,3072,3072,505.1
cutlass_128x64_s4,2048,3072,3072,495.3
cutlass_128x64_s3,2048,3072,3072,492.7
cutlass_128x128_s4,2048,3072,3072,434.6
cutlass_128x128_s3,2048,3072,3072,424.0
cutlass_128x256_s3,2048,3072,3072,469.5
cutlass_256x64_s4,2048,3072,3072,414.7
cutlass_256x64_s3,2048,3072,3072,423.0
cutlass_256x128_s3,2048,3072,3072,1.5
cublas,4096,3072,3072,974.5
cutlass_64x64_s4,4096,3072,3072,1455.6
cutlass_64x64_s3,4096,3072,3072,1424.4
cutlass_64x128_s4,4096,3072,3072,1114.5
cutlass_64x128_s3,4096,3072,3072,1099.8
cutlass_128x64_s4,4096,3072,3072,1072.8
cutlass_128x64_s3,4096,3072,3072,1073.7
cutlass_128x128_s4,4096,3072,3072,971.6
cutlass_128x128_s3,4096,3072,3072,924.6
cutlass_128x256_s3,4096,3072,3072,889.2
cutlass_256x64_s4,4096,3072,3072,938.0
cutlass_256x64_s3,4096,3072,3072,992.5
cutlass_256x128_s3,4096,3072,3072,1.6
cublas,1,4608,3072,30.4
cutlass_64x64_s4,1,4608,3072,40.4
cutlass_64x64_s3,1,4608,3072,40.4
cutlass_64x128_s4,1,4608,3072,36.1
cutlass_64x128_s3,1,4608,3072,36.1
cutlass_128x64_s4,1,4608,3072,68.4
cutlass_128x64_s3,1,4608,3072,68.3
cutlass_128x128_s4,1,4608,3072,67.4
cutlass_128x128_s3,1,4608,3072,66.5
cutlass_128x256_s3,1,4608,3072,116.5
cutlass_256x64_s4,1,4608,3072,119.1
cutlass_256x64_s3,1,4608,3072,118.0
cutlass_256x128_s3,1,4608,3072,1.6
cublas,2,4608,3072,24.6
cutlass_64x64_s4,2,4608,3072,31.9
cutlass_64x64_s3,2,4608,3072,31.9
cutlass_64x128_s4,2,4608,3072,29.7
cutlass_64x128_s3,2,4608,3072,29.7
cutlass_128x64_s4,2,4608,3072,56.1
cutlass_128x64_s3,2,4608,3072,56.1
cutlass_128x128_s4,2,4608,3072,54.3
cutlass_128x128_s3,2,4608,3072,53.9
cutlass_128x256_s3,2,4608,3072,106.1
cutlass_256x64_s4,2,4608,3072,109.2
cutlass_256x64_s3,2,4608,3072,107.8
cutlass_256x128_s3,2,4608,3072,1.6
cublas,4,4608,3072,23.8
cutlass_64x64_s4,4,4608,3072,30.6
cutlass_64x64_s3,4,4608,3072,30.5
cutlass_64x128_s4,4,4608,3072,28.4
cutlass_64x128_s3,4,4608,3072,28.4
cutlass_128x64_s4,4,4608,3072,53.6
cutlass_128x64_s3,4,4608,3072,53.5
cutlass_128x128_s4,4,4608,3072,52.5
cutlass_128x128_s3,4,4608,3072,52.7
cutlass_128x256_s3,4,4608,3072,103.6
cutlass_256x64_s4,4,4608,3072,106.8
cutlass_256x64_s3,4,4608,3072,106.8
cutlass_256x128_s3,4,4608,3072,1.5
cublas,8,4608,3072,24.4
cutlass_64x64_s4,8,4608,3072,30.4
cutlass_64x64_s3,8,4608,3072,30.4
cutlass_64x128_s4,8,4608,3072,28.2
cutlass_64x128_s3,8,4608,3072,28.2
cutlass_128x64_s4,8,4608,3072,53.3
cutlass_128x64_s3,8,4608,3072,53.3
cutlass_128x128_s4,8,4608,3072,52.6
cutlass_128x128_s3,8,4608,3072,52.7
cutlass_128x256_s3,8,4608,3072,103.6
cutlass_256x64_s4,8,4608,3072,106.8
cutlass_256x64_s3,8,4608,3072,106.8
cutlass_256x128_s3,8,4608,3072,2.3
cublas,16,4608,3072,26.0
cutlass_64x64_s4,16,4608,3072,30.6
cutlass_64x64_s3,16,4608,3072,30.5
cutlass_64x128_s4,16,4608,3072,28.3
cutlass_64x128_s3,16,4608,3072,28.2
cutlass_128x64_s4,16,4608,3072,53.3
cutlass_128x64_s3,16,4608,3072,53.3
cutlass_128x128_s4,16,4608,3072,52.6
cutlass_128x128_s3,16,4608,3072,52.7
cutlass_128x256_s3,16,4608,3072,103.6
cutlass_256x64_s4,16,4608,3072,106.9
cutlass_256x64_s3,16,4608,3072,106.9
cutlass_256x128_s3,16,4608,3072,1.5
cublas,32,4608,3072,35.0
cutlass_64x64_s4,32,4608,3072,30.8
cutlass_64x64_s3,32,4608,3072,30.6
cutlass_64x128_s4,32,4608,3072,28.5
cutlass_64x128_s3,32,4608,3072,28.3
cutlass_128x64_s4,32,4608,3072,53.5
cutlass_128x64_s3,32,4608,3072,53.3
cutlass_128x128_s4,32,4608,3072,52.7
cutlass_128x128_s3,32,4608,3072,52.7
cutlass_128x256_s3,32,4608,3072,103.7
cutlass_256x64_s4,32,4608,3072,107.0
cutlass_256x64_s3,32,4608,3072,107.0
cutlass_256x128_s3,32,4608,3072,1.7
cublas,64,4608,3072,28.9
cutlass_64x64_s4,64,4608,3072,33.5
cutlass_64x64_s3,64,4608,3072,34.1
